"Gene"	"Ctrl_A"	"Ctrl_B"	"Ctrl_C"	"Stim_A"	"Stim_B"	"Stim_C"
"Dfna5"	2	39	37	24	12	20
"Dfnb59"	1	8	1	3	1	1
"Dgat1"	80	32	114	79	47	101
"Dgat2"	58	114	113	96	118	54
"Dgat2l6"	0	0	0	0	0	0
"Dgcr14"	80	52	44	76	36	36
"Dgcr2"	167	33	20	77	30	40
"Dgcr6"	485	152	111	410	144	76
"Dgcr8"	53	29	47	85	67	66
"Dgka"	184	180	294	257	193	318
"Dgkb"	0	0	1	5	0	5
"Dgkd"	28	11	12	18	3	21
"Dgke"	1	1	7	7	5	7
"Dgkg"	10	9	10	11	5	9
"Dgkh"	0	2	7	14	0	13
"Dgki"	14	13	30	20	7	22
"Dgkk"	0	0	0	0	0	0
"Dgkq"	1	4	4	14	0	0
"Dgkz"	120	103	78	69	77	61
"Dguok"	228	147	116	277	129	61
"Dhcr24"	0	1	1	0	0	1
"Dhcr7"	71	32	33	108	37	21
"Dhdds"	137	164	103	177	116	133
"Dhdh"	15	0	8	22	0	8
"Dhfr"	31	30	16	21	34	12
"Dhh"	0	0	1	0	2	1
"Dhodh"	119	51	89	96	82	67
"Dhps"	313	250	143	411	219	118
"Dhrs1"	728	529	406	646	544	416
"Dhrs11"	47	70	25	82	79	25
"Dhrs13"	63	30	35	43	36	52
"Dhrs2"	2	0	0	0	6	0
"Dhrs3"	638	621	667	705	721	499
"Dhrs4"	352	289	119	286	363	136
"Dhrs7"	585	476	247	403	543	320
"Dhrs7b"	236	191	189	195	151	177
"Dhrs7c"	2	0	0	1	9	3
"Dhrs9"	0	0	0	0	0	0
"Dhrsx"	2	0	0	0	0	0
"Dhtkd1"	0	0	2	0	0	5
"Dhx15"	985	864	1968	1340	1437	2031
"Dhx16"	537	427	686	523	427	492
"Dhx29"	136	148	232	160	137	132
"Dhx30"	883	610	1300	972	812	872
"Dhx32"	1065	804	865	881	913	718
"Dhx33"	24	30	59	37	29	23
"Dhx34"	186	169	26	177	130	22
"Dhx35"	28	19	25	44	25	11
"Dhx36"	19	143	156	51	144	379
"Dhx37"	76	79	68	87	51	53
"Dhx38"	272	119	191	234	133	165
"Dhx40"	213	208	181	235	204	267
"Dhx57"	179	134	14	210	128	33
"Dhx58"	25	8	15	30	8	12
"Dhx8"	241	194	509	239	170	256
"Dhx9"	10	25	39	18	30	19
"Diablo"	288	245	226	312	387	252
"Diap1"	6	8	9	21	0	17
"Diap2"	7	2	15	9	4	27
"Diap3"	3	11	20	19	16	15
"Dicer1"	234	267	374	227	358	346
"Dido1"	71	28	19	105	47	27
"Diexf"	71	84	158	92	88	72
"Dimt1"	62	114	78	75	102	137
"Dio1"	50	7	4	46	19	0
"Dio2"	3	1	1	17	0	0
"Dio3"	0	0	0	8	0	3
"Dio3os"	0	0	0	0	0	0
"Dip2a"	11	0	8	6	0	14
"Dip2b"	8	12	33	6	2	12
"Dip2c"	37	21	54	29	24	49
"Diras1"	4	0	0	0	0	0
"Diras2"	4	6	0	9	5	0
"Dirc2"	183	205	222	167	222	218
"Dis3"	83	135	137	99	139	176
"Dis3l"	210	207	341	237	229	218
"Dis3l2"	169	101	148	177	86	73
"Disc1"	1	0	0	0	3	0
"Disp1"	65	54	84	73	79	101
"Disp2"	0	0	0	0	0	0
"Dixdc1"	19	7	7	3	15	9
"Dkc1"	116	108	126	97	95	73
"Dkk1"	8	17	19	47	25	15
"Dkk2"	3	0	5	9	16	3
"Dkk3"	7	2	1	14	6	4
"Dkk4"	0	0	0	0	0	0
"Dkkl1"	54	115	61	56	88	62
"Dlat"	297	474	488	336	427	366
"Dlc1"	4	0	5	2	2	0
"Dld"	434	529	855	424	640	695
"Dlec1"	15	5	19	37	18	6
"Dleu2"	8	1	2	17	4	0
"Dleu7"	11	10	6	6	12	9
"Dlg1"	116	690	382	91	819	413
"Dlg2"	140	148	157	124	215	139
"Dlg3"	1	3	7	2	2	0
"Dlg4"	70	64	15	43	44	9
"Dlg5"	22	19	18	33	18	5
"Dlgap1"	3	0	2	6	11	4
"Dlgap2"	0	0	1	2	0	0
"Dlgap3"	26	5	0	34	1	1
"Dlgap4"	969	467	12	778	499	54
"Dlgap5"	48	58	78	50	49	59
"Dlk1"	544	9	2	20	0	0
"Dlk2"	67	25	3	33	24	10
"Dll1"	7	3	11	6	3	20
"Dll3"	3	1	0	2	1	0
"Dll4"	0	3	5	1	0	4
"Dlst"	83	5	10	64	5	14
"Dlx1"	0	0	0	0	0	0
"Dlx1as"	0	0	0	0	0	0
"Dlx2"	0	0	0	0	0	0
"Dlx3"	20	4	0	42	4	3
"Dlx4"	10	7	3	1	16	9
"Dlx5"	237	300	6	352	303	4
"Dlx6"	6	0	3	0	1	0
"Dlx6as1"	0	1	2	0	3	6
"Dlx6as2"	0	0	1	0	0	0
"Dmap1"	267	159	0	258	172	3
"Dmbt1"	10251	5463	22440	6500	6317	18529
"Dmbx1"	2	1	0	1	0	0
"Dmc1"	4	1	1	2	0	6
"Dmd"	36	14	27	9	6	11
"Dmgdh"	1	3	1	0	0	0
"Dmkn"	72	108	91	104	155	83
"Dmp1"	30	79	48	55	83	28
"Dmpk"	34	6	4	82	1	10
"Dmr"	0	0	0	0	0	0
"Dmrt1"	4	5	9	0	3	3
"Dmrt2"	39	56	57	49	36	63
"Dmrt3"	270	316	158	288	410	116
"Dmrta1"	60	21	23	49	17	36
"Dmrta2"	10	0	0	18	0	0
"Dmrtb1"	0	0	0	4	0	0
"Dmrtc1a"	10	13	22	16	45	16
"Dmrtc1b"	0	0	0	0	0	0
"Dmrtc1c1"	0	0	0	0	0	0
"Dmrtc1c2"	0	0	0	0	0	0
"Dmrtc2"	0	0	1	0	0	0
"Dmtf1"	156	117	160	153	134	206
"Dmtn"	244	154	186	294	281	146
"Dmwd"	175	163	58	153	167	95
"Dmxl1"	28	17	35	25	17	72
"Dmxl2"	154	59	303	161	126	337
"Dna2"	12	26	38	23	40	25
"Dnaaf1"	152	107	132	168	185	122
"Dnaaf2"	295	509	147	342	396	163
"Dnaaf3"	73	92	83	66	64	66
"Dnah1"	70	66	211	102	44	182
"Dnah10"	96	48	214	68	25	150
"Dnah11"	192	242	650	187	187	408
"Dnah17"	54	68	59	53	72	61
"Dnah2"	57	54	87	75	68	106
"Dnah5"	83	31	163	70	96	153
"Dnah6"	96	38	270	134	49	233
"Dnah7a"	52	40	87	44	58	61
"Dnah7b"	32	20	22	27	9	74
"Dnah8"	53	69	61	40	36	79
"Dnah9"	193	108	435	225	117	382
"Dnaic1"	76	70	79	44	106	36
"Dnaic2"	192	134	239	294	151	142
"Dnaja1"	1914	3321	1706	2133	3698	2076
"Dnaja2"	951	1098	1013	1025	1387	873
"Dnaja3"	147	61	53	202	63	44
"Dnaja4"	167	101	109	171	74	101
"Dnajb1"	206	112	81	222	113	48
"Dnajb11"	617	380	328	400	492	370
"Dnajb12"	89	146	55	118	184	59
"Dnajb13"	451	677	396	573	974	323
"Dnajb14"	25	47	39	71	54	40
"Dnajb2"	170	275	139	201	278	138
"Dnajb3"	54	18	7	63	7	5
"Dnajb4"	139	308	265	151	386	315
"Dnajb5"	4	0	4	5	7	0
"Dnajb6"	342	508	159	431	446	293
"Dnajb7"	12	0	11	13	2	16
"Dnajb8"	0	0	0	0	0	0
"Dnajb9"	189	122	70	140	118	82
"Dnajc1"	41	39	50	24	48	60
"Dnajc10"	193	153	221	157	183	331
"Dnajc11"	142	171	76	163	89	48
"Dnajc12"	82	141	95	83	202	100
"Dnajc13"	162	138	421	158	148	253
"Dnajc14"	408	260	270	443	263	216
"Dnajc15"	138	200	132	107	153	138
"Dnajc16"	30	0	9	27	8	13
"Dnajc17"	113	134	77	107	127	88
"Dnajc18"	20	41	39	24	31	24
"Dnajc19"	239	137	41	159	145	55
"Dnajc2"	170	416	262	153	354	374
"Dnajc21"	337	578	449	213	541	374
"Dnajc22"	0	0	0	0	0	0
"Dnajc24"	142	143	30	97	132	33
"Dnajc25"	148	127	98	56	132	114
"Dnajc27"	0	0	1	0	1	0
"Dnajc28"	20	4	13	36	0	6
"Dnajc30"	314	92	318	235	135	270
"Dnajc3"	342	265	13	171	352	7
"Dnajc4"	201	206	66	146	188	58
"Dnajc5"	1694	1824	1639	1542	2977	1580
"Dnajc5b"	0	2	0	0	1	0
"Dnajc5g"	0	0	0	0	0	0
"Dnajc6"	30	0	11	23	2	5
"Dnajc7"	235	657	647	245	637	485
"Dnajc8"	172	356	204	193	363	169
"Dnajc9"	40	146	59	51	129	49
"Dnal1"	4	16	6	0	7	4
"Dnal4"	151	105	28	147	113	43
"Dnali1"	186	285	158	268	278	159
"Dnase1"	948	156	654	99	406	429
"Dnase1l1"	84	119	158	92	153	150
"Dnase1l2"	9	5	37	7	1	34
"Dnase1l3"	0	0	0	0	0	0
"Dnase2a"	17	18	23	8	13	11
"Dnase2b"	0	0	3	1	0	1
"Dnd1"	16	1	1	5	0	3
"Dner"	277	226	281	379	381	222
"Dnlz"	39	18	26	21	27	21
"Dnm1"	8	13	10	12	7	4
"Dnm1l"	165	115	163	162	193	202
"Dnm2"	396	171	9	387	238	12
"Dnm3"	7	3	6	0	5	3
"Dnm3os"	3	25	74	6	1	72
"Dnmbp"	34	5	15	18	3	19
"Dnmt1"	549	350	50	431	295	222
"Dnmt3a"	14	17	17	19	23	29
"Dnmt3b"	17	39	19	21	5	10
"Dnmt3l"	0	0	0	0	0	0
"Dnpep"	842	609	604	798	534	381
"Dnph1"	55	52	10	85	65	4
"Dntt"	2	10	1	1	1	0
"Dnttip1"	90	165	148	89	139	93
"Dnttip2"	194	342	414	212	281	321
"Doc2a"	56	95	51	98	73	37
"Doc2b"	0	0	0	0	0	0
"Doc2g"	21	4	4	6	4	26
"Dock1"	60	30	60	63	46	58
"Dock10"	19	31	138	21	66	115
"Dock11"	36	220	353	90	244	667
"Dock2"	17	14	46	4	15	39
"Dock3"	3	3	2	3	13	4
"Dock4"	0	2	10	0	8	6
"Dock5"	12	21	7	2	8	8
"Dock6"	93	93	230	110	72	214
"Dock7"	128	327	904	302	188	690
"Dock8"	50	67	248	27	46	126
"Dock9"	40	18	100	59	18	67
"Dohh"	557	6	0	420	7	1
"Dok1"	83	41	62	103	52	42
"Dok2"	1	3	8	25	7	2
"Dok3"	32	15	0	63	27	2
"Dok4"	23	7	20	33	21	10
"Dok5"	12	24	1	2	4	3
"Dok6"	0	0	0	0	0	0
"Dok7"	0	0	0	1	0	0
"Dolk"	276	220	242	391	311	194
"Dolpp1"	21	5	0	17	1	0
"Dom3z"	312	243	71	418	235	73
"Donson"	45	98	125	76	104	77
"Dopey1"	128	98	529	84	97	488
"Dopey2"	241	193	405	187	177	333
"Dos"	173	30	5	187	41	11
"Dot1l"	30	33	3	19	35	5
"Doxl2"	0	0	0	0	0	0
"Dpagt1"	284	187	213	283	302	234
"Dpcd"	503	686	427	520	711	379
"Dpcr1"	0	0	0	0	0	0
"Dpep1"	22	31	34	18	20	24
"Dpep2"	5	9	13	4	0	12
"Dpep3"	0	0	0	0	0	0
"Dpf1"	2	0	2	8	0	0
"Dpf2"	112	73	36	96	79	39
"Dpf3"	7	14	21	16	14	13
"Dph1"	37	36	3	50	31	22
"Dph2"	50	63	56	59	21	37
"Dph3"	119	88	59	83	78	74
"Dph5"	86	97	128	52	178	94
"Dph6"	50	44	27	57	20	55
"Dph7"	208	190	181	234	159	198
"Dpm1"	278	799	69	267	709	108
"Dpm2"	206	205	149	128	154	132
"Dpm3"	171	170	26	120	87	48
"Dpp10"	0	0	1	3	0	8
"Dpp3"	536	290	55	626	326	49
"Dpp4"	27	16	13	26	34	18
"Dpp6"	5	0	2	0	1	1
"Dpp7"	81	62	131	124	47	87
"Dpp8"	105	69	151	214	175	214
"Dpp9"	251	114	192	201	140	137
"Dppa1"	0	0	0	0	0	0
"Dppa2"	0	0	0	0	4	0
"Dppa3"	0	2	0	1	6	2
"Dppa4"	0	0	0	0	0	0
"Dppa5a"	0	2	8	3	5	7
"Dpt"	0	0	7	0	1	3
"Dpy19l1"	26	5	14	17	4	13
"Dpy19l2"	3	8	4	0	4	17
"Dpy19l3"	21	8	28	26	13	26
"Dpy19l4"	9	22	16	7	6	12
"Dpy30"	231	437	254	286	355	217
"Dpyd"	100	32	63	50	41	90
"Dpys"	354	281	315	393	265	203
"Dpysl2"	1	1	2	2	2	0
"Dpysl3"	292	250	468	232	219	375
"Dpysl4"	20	13	21	34	13	19
"Dpysl5"	28	18	15	38	15	6
"DQ267100"	0	0	0	0	0	0
"DQ267101"	0	0	0	0	0	0
"DQ267102"	0	0	0	0	0	0
"Dqx1"	8	7	7	3	5	20
"Dr1"	30	27	29	41	36	34
"Dram1"	1	1	4	2	0	0
"Dram2"	175	419	228	200	503	407
"Drap1"	306	250	104	199	170	96
"Draxin"	0	0	0	5	0	0
"Drc1"	337	374	519	400	518	410
"Drd1a"	0	0	0	0	0	0
"Drd2"	194	61	100	246	120	66
"Drd3"	0	0	0	0	0	0
"Drd4"	0	0	0	0	0	0
"Drd5"	0	0	0	0	0	0
"Drg1"	583	918	550	621	909	472
"Drg2"	167	200	151	177	144	90
"Drosha"	353	822	686	477	814	587
"Drp2"	3	0	9	11	2	3
"Dsc1"	0	0	0	0	0	0
"Dsc2"	75	19	31	39	60	38
"Dsc3"	0	0	7	1	0	8
"Dscam"	33	7	83	47	41	53
"Dscaml1"	138	6	9	58	4	5
"Dscc1"	18	18	2	19	4	7
"Dscr3"	107	24	45	126	31	41
"Dse"	27	58	92	87	53	76
"Dsel"	2	325	67	63	308	420
"Dsg1a"	0	0	0	0	0	0
"Dsg1b"	0	0	0	0	0	0
"Dsg1c"	0	0	0	0	0	0
"Dsg2"	5	0	11	7	8	7
"Dsg3"	0	0	0	0	2	2
"Dsg4"	0	0	0	0	0	0
"Dsn1"	0	13	9	11	0	9
"Dsp"	1101	644	3180	1080	933	2535
"Dspp"	0	0	0	0	0	0
"Dst"	282	151	231	326	120	202
"Dstn"	1625	2824	1500	1725	2958	1403
"Dstyk"	24	12	29	6	30	17
"Dtd1"	80	178	125	79	262	92
"Dtd2"	116	68	36	97	59	22
"Dtl"	8	1	2	6	16	0
"Dtna"	127	215	97	141	161	148
"Dtnb"	776	476	426	503	598	304
"Dtnbp1"	348	285	193	220	184	128
"Dtwd1"	74	55	104	69	140	95
"Dtwd2"	6	11	12	8	21	5
"Dtx1"	376	298	1	379	405	7
"Dtx2"	119	56	0	137	76	0
"Dtx3"	416	700	233	445	785	243
"Dtx3l"	2	0	7	4	11	3
"Dtx4"	11	17	16	17	17	18
"Dtymk"	246	128	73	207	132	88
"Duox1"	0	0	5	0	0	0
"Duox2"	0	0	0	0	0	0
"Duoxa1"	6	0	4	6	20	4
"Duoxa2"	0	0	0	0	6	0
"Dupd1"	0	0	2	0	0	0
"Dus1l"	388	215	223	300	272	217
"Dus2l"	60	31	87	70	64	78
"Dus3l"	153	173	59	173	170	47
"Dus4l"	0	5	22	1	0	6
"Dusp10"	74	20	364	59	17	225
"Dusp1"	266	324	42	260	376	10
"Dusp11"	130	152	153	91	115	120
"Dusp12"	124	75	78	134	56	53
"Dusp13"	0	6	0	0	0	0
"Dusp14"	963	963	614	1410	2246	775
"Dusp15"	0	0	0	0	0	1
"Dusp16"	10	6	14	3	9	9
"Dusp18"	17	11	9	15	22	7
"Dusp19"	66	87	62	60	64	66
"Dusp2"	0	4	12	1	0	3
"Dusp21"	0	0	0	0	0	0
"Dusp22"	53	56	47	37	59	58
"Dusp23"	80	11	5	51	20	4
"Dusp26"	85	32	8	15	59	17
"Dusp27"	9	11	13	17	11	0
"Dusp28"	110	8	4	97	21	1
"Dusp3"	4	7	2	9	1	2
"Dusp4"	40	25	1	36	18	3
"Dusp5"	58	56	54	84	71	23
"Dusp6"	278	272	291	330	296	317
"Dusp7"	65	19	0	69	17	0
"Dusp8"	36	11	6	42	11	10
"Dusp9"	0	2	0	0	0	0
"Dut"	321	75	35	320	38	29
"Dux"	0	0	0	0	0	0
"Duxbl1"	12	25	22	7	28	28
"Duxbl2"	18	38	33	11	42	42
"Duxbl3"	18	38	33	11	42	42
"Dvl1"	239	48	11	239	68	29
"Dvl2"	84	13	26	77	29	10
"Dvl3"	59	1	2	60	8	0
"DXBay18"	8	3	10	1	3	1
"Dydc1"	0	5	13	10	20	15
"Dydc2"	50	62	33	52	80	30
"Dym"	553	635	543	582	814	398
"Dynap"	5	2	2	5	10	5
"Dync1h1"	1391	555	4098	1337	787	2439
"Dync1i1"	46	22	30	19	36	20
"Dync1i2"	844	731	856	846	813	628
"Dync1li1"	132	116	91	235	94	108
"Dync1li2"	16	43	28	23	12	13
"Dync2h1"	201	108	1070	184	217	949
"Dync2li1"	323	589	520	387	660	349
"Dynll1"	1863	2850	200	1919	2128	559
"Dynll2"	42	48	3	53	36	6
"Dynlrb1"	1058	1510	890	967	1290	772
"Dynlrb2"	342	692	262	347	502	244
"Dynlt1a"	58	22	0	145	75	37
"Dynlt1b"	124	51	14	97	118	34
"Dynlt1c"	83	0	296	24	0	236
"Dynlt1f"	1429	3545	1568	1363	2727	1481
"Dynlt3"	171	83	81	233	103	99
"Dyrk1a"	224	142	180	201	206	220
"Dyrk1b"	142	104	1	113	112	5
"Dyrk2"	135	163	78	139	194	155
"Dyrk3"	308	178	234	296	342	168
"Dyrk4"	496	655	523	497	885	470
"Dysf"	25	14	49	55	21	40
"Dytn"	0	0	4	10	0	0
"Dyx1c1"	56	82	25	73	41	33
"Dzank1"	0	0	1	0	0	4
"Dzip1"	54	24	15	60	24	64
"Dzip1l"	59	18	27	59	15	15
"Dzip3"	14	7	19	17	2	16
"E030002O03Rik"	22	52	41	53	0	75
"E030003E18Rik"	0	6	1	0	17	0
"E030011O05Rik"	0	1	2	0	0	0
"E030013I19Rik"	30	60	43	33	55	85
"E030018B13Rik"	0	2	0	0	0	0
"E030019B06Rik"	24	14	56	31	6	20
"E030019B13Rik"	0	0	0	0	0	0
"E030024N20Rik"	2110	2818	2040	2059	2194	1531
"E030025P04Rik"	0	0	0	0	0	0
"E030030I06Rik"	60	13	7	39	25	4
"E030044B06Rik"	19	32	24	19	28	10
"E130003G02Rik"	0	0	1	0	0	3
"E130006D01Rik"	0	0	0	0	0	0
"E130008D07Rik"	0	0	1	1	10	2
"E130012A19Rik"	2	2	1	11	2	1
"E130018N17Rik"	0	0	0	0	0	0
"E130102H24Rik"	0	0	0	0	0	0
"E130112N10Rik"	9	33	21	10	31	20
"E130114P18Rik"	2	2	2	0	0	2
"E130201H02Rik"	105	99	47	105	117	50
"E130215H24Rik"	67	176	79	115	154	110
"E130218I03Rik"	14	0	0	0	0	0
"E130304I02Rik"	0	0	0	0	0	0
"E130307A14Rik"	1	0	0	4	0	1
"E130308A19Rik"	60	21	73	32	44	33
"E130309D02Rik"	219	130	2	192	161	3
"E130309D14Rik"	0	1	0	0	0	0
"E130309F12Rik"	19	25	12	55	17	11
"E130310I04Rik"	0	0	0	0	0	0
"E130311K13Rik"	17	33	25	23	21	13
"E130317F20Rik"	50	131	79	75	169	117
"E230008N13Rik"	40	57	105	41	81	60
"E230016K23Rik"	57	90	120	26	170	116
"E230016M11Rik"	0	5	8	2	0	14
"E230019M04Rik"	1	12	3	0	0	5
"E230025N22Rik"	9	8	2	8	2	5
"E230029C05Rik"	0	0	4	0	0	3
"E2f1"	54	38	43	27	29	35
"E2f2"	1	4	7	7	1	6
"E2f3"	4	9	1	6	14	6
"E2f4"	257	293	257	292	354	185
"E2f5"	36	220	128	56	203	120
"E2f6"	471	760	743	548	549	725
"E2f7"	2	3	0	7	2	2
"E2f8"	17	44	21	21	40	15
"E330009J07Rik"	13	1	6	17	0	5
"E330011O21Rik"	4	3	0	2	6	3
"E330012B07Rik"	257	705	600	307	976	828
"E330013P04Rik"	22	45	38	9	90	46
"E330014E10Rik"	0	0	0	0	0	0
"E330017A01Rik"	0	0	0	0	0	0
"E330017L17Rik"	0	0	0	0	0	0
"E330020D12Rik"	0	0	0	0	3	0
"E330021D16Rik"	0	0	4	0	0	0
"E330023G01Rik"	0	0	0	0	0	0
"E330033B04Rik"	51	44	463	74	39	422
"E330034G19Rik"	4	12	0	1	0	1
"E430016F16Rik"	0	0	0	0	0	0
"E430018J23Rik"	40	26	55	59	42	23
"E430025E21Rik"	194	142	198	195	190	192
"E4f1"	266	164	267	216	244	220
"E530001F21Rik"	34	25	43	26	50	43
"E530011L22Rik"	43	67	148	24	49	148
"Eaf1"	4	2	0	11	5	2
"Eaf2"	74	90	74	53	95	82
"Eapp"	235	379	207	210	262	207
"Ear1"	3	4	0	1	0	0
"Ear10"	0	0	6	2	0	0
"Ear11"	0	0	0	0	0	0
"Ear12"	4	0	4	3	7	1
"Ear14"	0	0	2	0	1	3
"Ear2"	4	0	4	3	7	1
"Ear3"	4	0	4	3	7	1
"Ear4"	0	0	2	0	1	3
"Ear5"	0	0	0	0	1	0
"Ear6"	0	5	1	1	0	2
"Ear7"	0	5	1	1	0	2
"Ears2"	55	62	43	52	49	49
"Ebag9"	108	177	140	81	169	120
"Ebf1"	126	111	97	176	85	156
"Ebf2"	127	74	75	164	65	83
"Ebf3"	8	10	24	17	22	24
"Ebf4"	233	53	22	282	49	21
"Ebi3"	24	24	6	5	13	6
"Ebna1bp2"	296	387	127	322	333	117
"Ebp"	206	249	186	188	314	157
"Ebpl"	50	8	6	37	15	8
"Ecd"	260	182	294	301	280	238
"Ece1"	31	2	5	26	9	3
"Ece2"	242	146	102	96	111	68
"Ecel1"	4	0	1	0	4	1
"Ech1"	1332	1087	897	1219	979	665
"Echdc1"	157	209	153	150	112	163
"Echdc2"	75	39	11	54	22	23
"Echdc3"	78	38	42	61	45	43
"Echs1"	374	303	275	341	335	216
"Eci1"	517	219	125	389	186	81
"Eci2"	1044	1506	1112	1281	1725	1191
"Eci3"	38	37	53	21	27	47
"Ecm1"	284	296	90	157	255	83
"Ecm2"	19	29	63	24	7	46
"Ecscr"	19	4	17	16	13	10
"Ecsit"	354	422	289	293	413	249
"Ect2"	34	55	146	32	93	94
"Ect2l"	23	19	51	26	41	39
"Eda"	0	0	0	0	0	6
"Eda2r"	0	0	2	0	0	0
"Edar"	0	0	2	0	0	0
"Edaradd"	0	0	0	0	1	0
"Edc3"	110	81	48	88	94	62
"Edc4"	346	133	273	370	101	229
"Eddm3b"	0	0	0	0	0	0
"Edem1"	258	191	178	150	208	169
"Edem2"	820	524	5	586	557	93
"Edem3"	1	1	1	0	0	4
"Edf1"	1031	152	64	750	147	42
"Edil3"	8	4	3	1	0	5
"Edn1"	3	6	12	5	5	17
"Edn2"	17	13	4	28	10	5
"Edn3"	0	0	0	0	0	0
"Ednra"	13	2	4	1	1	2
"Ednrb"	0	0	4	4	6	0
"Eea1"	17	7	13	12	10	37
"Eed"	294	608	365	278	728	558
"Eef1a1"	44662	32450	30298	39022	32830	27394
"Eef1a2"	2	0	2	12	1	3
"Eef1b2"	3106	2376	1841	2199	2145	1730
"Eef1d"	1299	857	622	1093	782	486
"Eef1e1"	162	324	189	149	215	166
"Eef1g"	6175	5006	4281	5093	4843	3535
"Eef2"	12369	5959	7794	10881	7630	5041
"Eef2k"	97	87	122	128	108	89
"Eefsec"	114	123	33	210	206	41
"Eepd1"	106	93	97	68	109	86
"Efcab10"	41	31	11	61	152	148
"Efcab1"	31	182	53	65	57	38
"Efcab11"	18	19	17	19	5	17
"Efcab12"	128	123	230	187	208	208
"Efcab14"	127	136	154	63	178	167
"Efcab2"	8	20	12	11	26	8
"Efcab3"	0	0	0	0	0	0
"Efcab4a"	895	248	95	832	414	97
"Efcab4b"	0	0	3	0	0	0
"Efcab5"	42	33	48	33	48	109
"Efcab6"	71	56	55	64	104	55
"Efcab7"	47	135	98	27	99	137
"Efcab8"	0	0	0	0	0	0
"Efcab9"	0	2	2	7	12	4
"Efcc1"	4	0	4	4	6	2
"Efemp1"	100	79	222	116	132	155
"Efemp2"	371	414	264	254	305	205
"Efhb"	14	28	104	49	36	41
"Efhc1"	249	454	361	257	342	294
"Efhc2"	23	101	114	44	104	157
"Efhd1"	15	11	1	7	4	1
"Efhd2"	40	13	17	18	5	21
"Efna1"	99	47	35	69	18	28
"Efna2"	1	2	1	3	13	0
"Efna3"	84	25	15	97	38	20
"Efna4"	57	15	22	22	16	17
"Efna5"	4	0	2	6	0	1
"Efnb1"	3	3	3	4	0	0
"Efnb2"	0	0	0	0	0	0
"Efnb3"	0	0	1	0	0	0
"Efr3a"	35	36	53	62	56	57
"Efr3b"	2	2	0	0	1	1
"Efs"	244	250	7	253	218	81
"Eftud1"	109	51	170	101	86	122
"Eftud2"	281	114	271	279	66	145
"Egf"	230	74	96	114	122	96
"Egfbp2"	17	3	4	4	0	0
"Egfem1"	0	0	2	3	6	0
"Egfl6"	2	4	3	27	3	15
"Egfl7"	137	92	191	137	95	103
"Egfl8"	37	6	2	27	9	1
"Egflam"	49	44	54	30	64	46
"Egfr"	15	13	10	5	1	24
"Egln1"	179	156	52	119	170	49
"Egln2"	916	429	130	768	463	139
"Egln3"	11	9	2	6	4	5
"Egr1"	7	43	21	63	169	30
"Egr2"	0	5	2	3	5	0
"Egr3"	0	0	0	0	0	0
"Egr4"	0	0	0	0	0	0
"Ehbp1"	34	93	88	74	38	98
"Ehbp1l1"	90	137	55	166	69	44
"Ehd1"	374	349	267	368	302	187
"Ehd2"	16	17	13	23	3	13
"Ehd3"	73	6	29	61	6	30
"Ehd4"	20	6	1	23	1	6
"Ehf"	58	30	48	37	33	43
"Ehhadh"	18	54	58	21	40	67
"Ehmt1"	109	36	57	110	52	84
"Ehmt2"	1105	762	9	994	855	18
"Ei24"	99	116	117	115	76	58
"Eid1"	139	429	32	171	477	38
"Eid2"	43	47	10	47	41	5
"Eid2b"	5	1	0	6	0	0
"Eid3"	10	13	12	0	1	12
"Eif1"	4145	1742	934	4052	1985	1075
"Eif1a"	185	268	219	149	338	226
"Eif1ad"	309	470	83	286	499	89
"Eif1ax"	157	86	14	134	87	15
"Eif1b"	229	228	99	204	227	88
"Eif2a"	357	634	590	472	813	673
"Eif2ak1"	56	98	63	63	88	36
"Eif2ak2"	12	0	1	0	2	2
"Eif2ak3"	114	28	61	89	64	60
"Eif2ak4"	89	65	157	63	75	159
"Eif2b1"	325	344	276	285	449	256
"Eif2b2"	486	518	277	508	668	202
"Eif2b3"	221	338	255	231	340	162
"Eif2b4"	598	509	317	403	460	213
"Eif2b5"	520	336	425	492	469	306
"Eif2d"	437	409	406	451	445	344
"Eif2s1"	291	330	440	284	279	400
"Eif2s2"	617	1280	1093	510	1182	1075
"Eif2s3x"	71	27	32	75	33	17
"Eif2s3y"	99	0	1	178	1	0
"Eif3a"	1205	1103	4315	1189	1457	4367
"Eif3b"	820	654	871	874	740	465
"Eif3c"	3167	1958	5168	3023	2251	4547
"Eif3d"	1148	978	1834	1007	761	1162
"Eif3e"	501	1349	1043	573	1439	1261
"Eif3f"	1761	1389	815	1636	1319	636
"Eif3g"	1391	1568	48	1473	1553	338
"Eif3h"	2129	2738	895	2098	2670	754
"Eif3i"	1782	1536	1353	1284	1392	1136
"Eif3j1"	20	11	4	29	27	16
"Eif3j2"	20	11	4	29	27	16
"Eif3k"	861	705	460	845	502	381
"Eif3l"	1534	1303	1382	1808	1224	1181
"Eif3m"	858	990	1173	843	975	1043
"Eif4a1"	2515	1798	2573	2906	1936	1532
"Eif4a2"	1676	2724	2160	1926	3181	2377
"Eif4a3"	870	803	600	788	909	555
"Eif4b"	261	167	136	278	135	106
"Eif4e"	282	316	324	317	378	390
"Eif4e1b"	0	0	0	0	0	0
"Eif4e2"	351	428	385	296	546	315
"Eif4e3"	29	10	20	19	18	19
"Eif4ebp1"	552	39	26	234	30	18
